Unnamed: 0,province,CO2_tonnes,year
616.0,Amnat Charoen,243111.5820839276,2008
617.0,Ang Thong,769289.6914516558,2008
618.0,Bangkok,22106092.05955353,2008
619.0,Bueng Kan,245255.1821577077,2008
620.0,Buriram,563013.7478349447,2008
621.0,Chachoengsao,10708013.23332653,2008
622.0,Chainat,855298.6402848873,2008
623.0,Chaiyaphum,1514615.5320578692,2008
624.0,Chanthaburi,1474588.9517320374,2008
625.0,Chiang Mai,6081896.042862671,2008
626.0,Chiang Rai,2218365.708274731,2008
627.0,Chonburi,10893398.96106964,2008
628.0,Chumphon,1476029.1832875542,2008
629.0,Kalasin,1563369.956782295,2008
630.0,Kamphaeng Phet,1401895.859943248,2008
631.0,Kanchanaburi,3722202.090281272,2008
632.0,Khon Kaen,5288469.5820275005,2008
633.0,Krabi,1217922.446757318,2008
634.0,Lampang,23967056.62280614,2008
635.0,Lamphun,1101408.384553311,2008
636.0,Loei,814172.3778198771,2008
637.0,Lopburi,2691067.903725732,2008
638.0,Mae Hong Son,182379.80238284823,2008
639.0,Maha Sarakham,1139608.602512149,2008
640.0,Mukdahan,422463.635316442,2008
641.0,Nakhon Nayok,865616.9891506829,2008
642.0,Nakhon Pathom,4004123.6106182192,2008
643.0,Nakhon Phanom,718104.4928432407,2008
644.0,Nakhon Ratchasima,5426011.270865038,2008
645.0,Nakhon Sawan,2215240.804830956,2008
646.0,Nakhon Si Thammarat,2801918.10172251,2008
647.0,Nan,538793.5061631908,2008
648.0,Narathiwat,1302562.6720964983,2008
649.0,Nong Bua Lamphu,415341.3820851822,2008
650.0,Nong Khai,594790.5844476351,2008
651.0,Nonthaburi,4745221.207725258,2008
652.0,Pathum Thani,5780431.871063148,2008
653.0,Pattani,1079874.0227031417,2008
654.0,Phang Nga,813627.5231905871,2008
655.0,Phatthalung,745947.5912245569,2008
656.0,Phayao,620553.3745622654,2008
657.0,Phetchabun,1822714.314723202,2008
658.0,Phetchaburi,1946912.1402818533,2008
659.0,Phichit,1012458.0778809248,2008
660.0,Phitsanulok,2752289.6035808465,2008
661.0,Phra Nakhon Si Ayutthaya,8179508.458641284,2008
662.0,Phrae,923124.7413945816,2008
663.0,Phuket,1811482.805572721,2008
664.0,Prachin Buri,4741493.709887456,2008
665.0,Prachuap Khiri Khan,2248069.2536938987,2008
666.0,Ranong,424884.8105190658,2008
667.0,Ratchaburi,11049534.93199451,2008
668.0,Rayong,13436398.935699364,2008
669.0,Roi Et,1184737.574279849,2008
670.0,Sa Kaeo,925144.1210809888,2008
671.0,Sakon Nakhon,1209841.720825756,2008
672.0,Samut Prakan,6409708.606298739,2008
673.0,Samut Sakhon,2456561.8170566,2008
674.0,Samut Songkhram,524963.0817648125,2008
675.0,Saraburi,5691625.165367418,2008
676.0,Satun,684362.275918241,2008
677.0,Sing Buri,641720.415742917,2008
678.0,Sisaket,546182.0235837107,2008
679.0,Songkhla,3770053.898998402,2008
680.0,Sukhothai,1818531.9316966329,2008
681.0,Suphan Buri,3710517.671617588,2008
682.0,Surat Thani,3284688.435284567,2008
683.0,Surin,536804.0754841032,2008
684.0,Tak,1145455.6770075364,2008
685.0,Trang,1567267.5362372026,2008
686.0,Trat,504090.3794605637,2008
687.0,Ubon Ratchathani,1334969.4308886628,2008
688.0,Udon Thani,2651908.925171127,2008
689.0,Uthai Thani,565366.5475071878,2008
690.0,Uttaradit,909797.3111787338,2008
691.0,Yala,861656.1937517857,2008
692.0,Yasothon,440807.7389362316,2008
693.0,Amnat Charoen,258876.98575957536,2009
694.0,Ang Thong,819837.4013813209,2009
695.0,Bangkok,23558958.401014205,2009
696.0,Bueng Kan,260760.6893958063,2009
697.0,Buriram,600007.6870781636,2009
698.0,Chachoengsao,11415849.849667937,2009
699.0,Chainat,911497.7391323408,2009
700.0,Chaiyaphum,1614136.359543017,2009
701.0,Chanthaburi,1571479.7692850046,2009
702.0,Chiang Mai,6481281.021536139,2009
703.0,Chiang Rai,2361163.529671824,2009
704.0,Chonburi,11610195.331068572,2009
705.0,Chumphon,1573014.697215529,2009
706.0,Kalasin,1666094.2906446098,2009
707.0,Kamphaeng Phet,1494085.988407188,2009
708.0,Kanchanaburi,3966921.608065473,2009
709.0,Khon Kaen,5636665.18287234,2009
710.0,Krabi,1297948.4659712685,2009
711.0,Lampang,25554303.710265424,2009
712.0,Lamphun,1173778.6194534262,2009
713.0,Loei,866867.4629421477,2009
714.0,Lopburi,2867889.876107076,2009
715.0,Mae Hong Son,194365.1325011821,2009
716.0,Maha Sarakham,1214488.8534706386,2009
717.0,Mukdahan,450159.0184442239,2009
718.0,Nakhon Nayok,922494.076039598,2009
719.0,Nakhon Pathom,4267222.863782132,2009
720.0,Nakhon Phanom,763674.3732632499,2009
721.0,Nakhon Ratchasima,5782810.229579491,2009
722.0,Nakhon Sawan,2360797.61110237,2009
723.0,Nakhon Si Thammarat,2986023.7403553864,2009
724.0,Nan,574196.0053519506,2009
725.0,Narathiwat,1384017.0667125543,2009
726.0,Nong Bua Lamphu,442632.2140436911,2009
727.0,Nong Khai,628164.8100964217,2009
728.0,Nonthaburi,5057015.408752321,2009
729.0,Pathum Thani,6160252.808167527,2009
730.0,Pattani,1150829.2949995184,2009
731.0,Phang Nga,867088.5391154761,2009
732.0,Phatthalung,794961.5618400954,2009
733.0,Phayao,661328.0692442207,2009
734.0,Phetchabun,1942479.386286816,2009
735.0,Phetchaburi,2074837.8801507703,2009
736.0,Phichit,1078983.6505508851,2009
737.0,Phitsanulok,2933134.2686411394,2009
738.0,Phra Nakhon Si Ayutthaya,8719214.938503623,2009
739.0,Phrae,983780.489188176,2009
740.0,Phuket,1930511.2001635488,2009
741.0,Prachin Buri,5054523.458868298,2009
742.0,Prachuap Khiri Khan,2395583.2134584403,2009
743.0,Ranong,452130.7921788807,2009
744.0,Ratchaburi,11780140.789678654,2009
745.0,Rayong,14323785.860705256,2009
746.0,Roi Et,1262583.1140000117,2009
747.0,Sa Kaeo,985790.8994971332,2009
748.0,Sakon Nakhon,1289336.77932383,2009
749.0,Samut Prakan,6831491.940593578,2009
750.0,Samut Sakhon,2617977.2505073138,2009
751.0,Samut Songkhram,559456.8256651564,2009
752.0,Saraburi,6066809.883085828,2009
753.0,Satun,728720.7316278109,2009
754.0,Sing Buri,683885.9325986571,2009
755.0,Sisaket,582070.0004568071,2009
756.0,Songkhla,4016156.213879279,2009
757.0,Sukhothai,1938022.191590039,2009
758.0,Suphan Buri,3954324.618898276,2009
759.0,Surat Thani,3500623.3866043515,2009
760.0,Surin,572075.855174818,2009
761.0,Tak,1220040.8139101858,2009
762.0,Trang,1670247.968748137,2009
763.0,Trat,537021.0980399131,2009
764.0,Ubon Ratchathani,1421849.9897004885,2009
765.0,Udon Thani,2826162.9522464545,2009
766.0,Uthai Thani,602515.0819146661,2009
767.0,Uttaradit,969577.3537097347,2009
768.0,Yala,917739.6083446472,2009
769.0,Yasothon,469771.8887518573,2009
770.0,Amnat Charoen,390476.1842424717,2010
771.0,Ang Thong,796387.1239582944,2010
772.0,Bangkok,21903930.23189455,2010
773.0,Bueng Kan,338642.5191718366,2010
774.0,Buriram,1607779.1435074664,2010
775.0,Chachoengsao,11368141.336978272,2010
776.0,Chainat,879338.8113424425,2010
777.0,Chaiyaphum,2219070.631021437,2010
778.0,Chanthaburi,1307958.1424378138,2010
779.0,Chiang Mai,7225338.08176764,2010
780.0,Chiang Rai,3284820.922230688,2010
781.0,Chonburi,11329299.475093257,2010
782.0,Chumphon,1492833.991656812,2010
783.0,Kalasin,1879410.681612644,2010
784.0,Kamphaeng Phet,2124797.475154721,2010
785.0,Kanchanaburi,4350497.44821942,2010
786.0,Khon Kaen,5682774.140705605,2010
787.0,Krabi,1190426.328859476,2010
788.0,Lampang,28054653.887468606,2010
789.0,Lamphun,1529252.6429528778,2010
790.0,Loei,1158026.038580774,2010
791.0,Lopburi,3402233.1932372865,2010
792.0,Mae Hong Son,736615.659469605,2010
793.0,Maha Sarakham,1328562.2416817057,2010
794.0,Mukdahan,688217.1625453732,2010
795.0,Nakhon Nayok,887848.7552305679,2010
796.0,Nakhon Pathom,4237158.660111054,2010
797.0,Nakhon Phanom,909938.5827090417,2010
798.0,Nakhon Ratchasima,6282381.25949307,2010
799.0,Nakhon Sawan,2698960.985108934,2010
800.0,Nakhon Si Thammarat,2702004.7207221207,2010
801.0,Nan,961621.2295400016,2010
802.0,Narathiwat,1182051.1970763465,2010
803.0,Nong Bua Lamphu,981436.4758285736,2010
804.0,Nong Khai,732301.6487533266,2010
805.0,Nonthaburi,5066675.874387038,2010
806.0,Pathum Thani,6178194.241900993,2010
807.0,Pattani,1035169.7517727033,2010
808.0,Phang Nga,727127.5116326759,2010
809.0,Phatthalung,846399.5991282336,2010
810.0,Phayao,1168779.5654461724,2010
811.0,Phetchabun,2071542.1119632376,2010
812.0,Phetchaburi,2373502.760222052,2010
813.0,Phichit,985241.6419593564,2010
814.0,Phitsanulok,2225965.861881442,2010
815.0,Phra Nakhon Si Ayutthaya,9292554.696932066,2010
816.0,Phrae,1403301.39239551,2010
817.0,Phuket,1944837.4254896988,2010
818.0,Prachin Buri,4904945.3861490255,2010
819.0,Prachuap Khiri Khan,2415289.672171853,2010
820.0,Ranong,397268.58367631,2010
821.0,Ratchaburi,12451818.003456635,2010
822.0,Rayong,16323804.008188264,2010
823.0,Roi Et,1598106.3606978897,2010
824.0,Sa Kaeo,1395656.112533821,2010
825.0,Sakon Nakhon,1340047.9021669144,2010
826.0,Samut Prakan,7136097.390006602,2010
827.0,Samut Sakhon,2378346.419753707,2010
828.0,Samut Songkhram,528994.0722160868,2010
829.0,Saraburi,5792168.453729094,2010
830.0,Satun,644635.2065888948,2010
831.0,Sing Buri,619302.85075756,2010
832.0,Sisaket,1190810.250905973,2010
833.0,Songkhla,3648990.0820000847,2010
834.0,Sukhothai,1628951.8231986086,2010
835.0,Suphan Buri,3532231.2172749746,2010
836.0,Surat Thani,3293320.1276714965,2010
837.0,Surin,1440520.5819352134,2010
838.0,Tak,1512059.019686849,2010
839.0,Trang,1424939.013508213,2010
840.0,Trat,376405.6549507043,2010
841.0,Ubon Ratchathani,2622776.1386327622,2010
842.0,Udon Thani,2885643.2495960803,2010
843.0,Uthai Thani,818617.6280224003,2010
844.0,Uttaradit,1196212.0329374827,2010
845.0,Yala,925309.6486675264,2010
846.0,Yasothon,609219.7228787732,2010
847.0,Amnat Charoen,386474.61071726296,2011
848.0,Ang Thong,787663.321038703,2011
849.0,Bangkok,21661877.03411681,2011
850.0,Bueng Kan,335753.5180483181,2011
851.0,Buriram,1590167.1709038788,2011
852.0,Chachoengsao,11217354.983993473,2011
853.0,Chainat,869706.3369482508,2011
854.0,Chaiyaphum,2194762.4341037944,2011
855.0,Chanthaburi,1293839.3139349816,2011
856.0,Chiang Mai,7146979.7672396,2011
857.0,Chiang Rai,3251643.279902633,2011
858.0,Chonburi,11198863.661339274,2011
859.0,Chumphon,1476481.153996146,2011
860.0,Kalasin,1858823.196244452,2011
861.0,Kamphaeng Phet,2101053.3056688006,2011
862.0,Kanchanaburi,4300475.299771844,2011
863.0,Khon Kaen,5616156.002246543,2011
864.0,Krabi,1177386.1325999943,2011
865.0,Lampang,27670370.090411834,2011
866.0,Lamphun,1512500.8674515155,2011
867.0,Loei,1146087.3220222788,2011
868.0,Lopburi,3364964.3696886003,2011
869.0,Mae Hong Son,728859.1078614154,2011
870.0,Maha Sarakham,1314008.8730721222,2011
871.0,Mukdahan,680931.8735016646,2011
872.0,Nakhon Nayok,878123.0611463385,2011
873.0,Nakhon Pathom,4190741.738017241,2011
874.0,Nakhon Phanom,901290.9438532403,2011
875.0,Nakhon Ratchasima,6211879.750204796,2011
876.0,Nakhon Sawan,2669395.961597808,2011
877.0,Nakhon Si Thammarat,2672406.355566145,2011
878.0,Nan,951087.41550037,2011
879.0,Narathiwat,1170227.6968546666,2011
880.0,Nong Bua Lamphu,970685.6009282616,2011
881.0,Nong Khai,728906.1465342359,2011
882.0,Nonthaburi,5011174.371075956,2011
883.0,Pathum Thani,6110478.8414889695,2011
884.0,Pattani,1023830.2713203274,2011
885.0,Phang Nga,719162.3940672469,2011
886.0,Phatthalung,837127.9484715955,2011
887.0,Phayao,1155976.4922496728,2011
888.0,Phetchabun,2048849.975711323,2011
889.0,Phetchaburi,2347502.8786470727,2011
890.0,Phichit,974449.0844453973,2011
891.0,Phitsanulok,2201582.1325618606,2011
892.0,Phra Nakhon Si Ayutthaya,9176810.902684497,2011
893.0,Phrae,1387929.3144087638,2011
894.0,Phuket,1923525.6288042064,2011
895.0,Prachin Buri,4842058.995747459,2011
896.0,Prachuap Khiri Khan,2389124.2670364,2011
897.0,Ranong,393599.5035093114,2011
898.0,Ratchaburi,12287126.553830188,2011
899.0,Rayong,16117027.738444377,2011
900.0,Roi Et,1580600.3460076496,2011
901.0,Sa Kaeo,1380738.1884470556,2011
902.0,Sakon Nakhon,1325368.716730358,2011
903.0,Samut Prakan,7054088.173881722,2011
904.0,Samut Sakhon,2352280.180949478,2011
905.0,Samut Songkhram,523199.3525234089,2011
906.0,Saraburi,5721265.849439575,2011
907.0,Satun,637856.712695532,2011
908.0,Sing Buri,612518.8686653299,2011
909.0,Sisaket,1177765.8486890178,2011
910.0,Songkhla,3609449.080324048,2011
911.0,Sukhothai,1611107.9197063777,2011
912.0,Suphan Buri,3493538.365373113,2011
913.0,Surat Thani,3256577.428655805,2011
914.0,Surin,1424846.9613635284,2011
915.0,Tak,1498166.336475769,2011
916.0,Trang,1409329.9127367586,2011
917.0,Trat,372355.2698560805,2011
918.0,Ubon Ratchathani,2595040.999444549,2011
919.0,Udon Thani,2854001.8824252454,2011
920.0,Uthai Thani,809650.307381246,2011
921.0,Uttaradit,1183108.4582760038,2011
922.0,Yala,915301.3274072388,2011
923.0,Yasothon,602546.1938485126,2011
924.0,Amnat Charoen,414769.40543158696,2012
925.0,Ang Thong,845956.3562428879,2012
926.0,Bangkok,23265917.63878375,2012
927.0,Bueng Kan,359687.6587146368,2012
928.0,Buriram,1707851.5539331906,2012
929.0,Chachoengsao,12058685.640046412,2012
930.0,Chainat,934071.175652555,2012
931.0,Chaiyaphum,2357191.4339628504,2012
932.0,Chanthaburi,1389360.5392226866,2012
933.0,Chiang Mai,7674988.974393704,2012
934.0,Chiang Rai,3489164.4919229285,2012
935.0,Chonburi,12030355.85082854,2012
936.0,Chumphon,1585751.9128072278,2012
937.0,Kalasin,1996390.1546545057,2012
938.0,Kamphaeng Phet,2256746.3417323604,2012
939.0,Kanchanaburi,4619482.005114171,2012
940.0,Khon Kaen,6033650.6394019285,2012
941.0,Krabi,1264521.600136117,2012
942.0,Lampang,29750904.01908268,2012
943.0,Lamphun,1624437.356564821,2012
944.0,Loei,1230075.8117285364,2012
945.0,Lopburi,3613997.1504996577,2012
946.0,Mae Hong Son,782444.8136328111,2012
947.0,Maha Sarakham,1411255.4557880473,2012
948.0,Mukdahan,731043.4557475643,2012
949.0,Nakhon Nayok,943110.8011748142,2012
950.0,Nakhon Pathom,4500889.192859516,2012
951.0,Nakhon Phanom,966522.6908849842,2012
952.0,Nakhon Ratchasima,6672321.140788118,2012
953.0,Nakhon Sawan,2866951.428005378,2012
954.0,Nakhon Si Thammarat,2870184.612525393,2012
955.0,Nan,1021475.0683687112,2012
956.0,Narathiwat,1255649.6352797502,2012
957.0,Nong Bua Lamphu,1042523.6681974026,2012
958.0,Nong Khai,777696.7530741787,2012
959.0,Nonthaburi,5382039.130263616,2012
960.0,Pathum Thani,6562716.621932639,2012
961.0,Pattani,1099601.4452096997,2012
962.0,Phang Nga,772385.8438575673,2012
963.0,Phatthalung,899081.740337743,2012
964.0,Phayao,1241527.48532509,2012
965.0,Phetchabun,2200480.351767265,2012
966.0,Phetchaburi,2521235.8255001074,2012
967.0,Phichit,1046565.6777436696,2012
968.0,Phitsanulok,2364515.84126244,2012
969.0,Phra Nakhon Si Ayutthaya,9861894.577547751,2012
970.0,Phrae,1490646.5682715462,2012
971.0,Phuket,2065884.2921042093,2012
972.0,Prachin Buri,5204300.131282518,2012
973.0,Prachuap Khiri Khan,2565611.963449678,2012
974.0,Ranong,421968.2857370746,2012
975.0,Ratchaburi,13208492.807227597,2012
976.0,Rayong,17321695.504806,2012
977.0,Roi Et,1697576.7116347689,2012
978.0,Sa Kaeo,1482510.591896979,2012
979.0,Sakon Nakhon,1423456.0140241887,2012
980.0,Samut Prakan,7577775.79963946,2012
981.0,Samut Sakhon,2526372.337596488,2012
982.0,Samut Songkhram,561920.0569016752,2012
983.0,Saraburi,6147851.273180246,2012
984.0,Satun,684765.1527101402,2012
985.0,Sing Buri,657849.8923267707,2012
986.0,Sisaket,1264929.418639229,2012
987.0,Songkhla,3876100.327180528,2012
988.0,Sukhothai,1730342.076786965,2012
989.0,Suphan Buri,3752086.594370737,2012
990.0,Surat Thani,3497872.253345431,2012
991.0,Surin,1530178.126661783,2012
992.0,Tak,1606066.595073849,2012
993.0,Trang,1513630.9734593288,2012
994.0,Trat,399831.2172920361,2012
995.0,Ubon Ratchathani,2785984.773243216,2012
996.0,Udon Thani,3065232.922628275,2012
997.0,Uthai Thani,869570.5461102342,2012
998.0,Uttaradit,1270667.4218124563,2012
999.0,Yala,982906.1361881364,2012
1000.0,Yasothon,647139.1639145243,2012
1001.0,Amnat Charoen,440900.9451072633,2013
1002.0,Ang Thong,899773.7739410166,2013
1003.0,Bangkok,24742999.25277265,2013
1004.0,Bueng Kan,381811.4402533912,2013
1005.0,Buriram,1816500.374030507,2013
1006.0,Chachoengsao,12788141.554750944,2013
1007.0,Chainat,993494.2156674098,2013
1008.0,Chaiyaphum,2507149.4712155573,2013
1009.0,Chanthaburi,1477554.7791504306,2013
1010.0,Chiang Mai,8162378.325658984,2013
1011.0,Chiang Rai,3708542.483869232,2013
1012.0,Chonburi,12786606.175630262,2013
1013.0,Chumphon,1686633.089689376,2013
1014.0,Kalasin,2123395.0067738504,2013
1015.0,Kamphaeng Phet,2399641.7105380693,2013
1016.0,Kanchanaburi,4909052.22027073,2013
1017.0,Khon Kaen,6411226.280489209,2013
1018.0,Krabi,1344966.987599976,2013
1019.0,Lampang,31533111.2151726,2013
1020.0,Lamphun,1727779.595007608,2013
1021.0,Loei,1307634.1972975698,2013
1022.0,Lopburi,3843909.7129580416,2013
1023.0,Mae Hong Son,831908.152044261,2013
1024.0,Maha Sarakham,1501035.647657937,2013
1025.0,Mukdahan,777315.9977999796,2013
1026.0,Nakhon Nayok,1003108.9168955096,2013
1027.0,Nakhon Pathom,4787220.319271486,2013
1028.0,Nakhon Phanom,1026789.9241829868,2013
1029.0,Nakhon Ratchasima,7094380.580733529,2013
1030.0,Nakhon Sawan,3049338.994385816,2013
1031.0,Nakhon Si Thammarat,3052777.866706644,2013
1032.0,Nan,1086458.5039974295,2013
1033.0,Narathiwat,1338984.9684472384,2013
1034.0,Nong Bua Lamphu,1108846.1574244164,2013
1035.0,Nong Khai,822894.9790787993,2013
1036.0,Nonthaburi,5724429.661396614,2013
1037.0,Pathum Thani,6980163.960168875,2013
1038.0,Pattani,1169555.0660133152,2013
1039.0,Phang Nga,821522.9072400386,2013
1040.0,Phatthalung,956278.8484489592,2013
1041.0,Phayao,1320510.0497897323,2013
1042.0,Phetchabun,2340468.8608346423,2013
1043.0,Phetchaburi,2681629.91611174,2013
1044.0,Phichit,1113145.3081695854,2013
1045.0,Phitsanulok,2514939.8377868063,2013
1046.0,Phra Nakhon Si Ayutthaya,10469258.396951476,2013
1047.0,Phrae,1585477.4039494658,2013
1048.0,Phuket,2197299.2512615505,2013
1049.0,Prachin Buri,5522241.837191783,2013
1050.0,Prachuap Khiri Khan,2728559.005057707,2013
1051.0,Ranong,448181.6468172944,2013
1052.0,Ratchaburi,14008177.05156079,2013
1053.0,Rayong,18383522.87376505,2013
1054.0,Roi Et,1805571.873745117,2013
1055.0,Sa Kaeo,1576481.4239501683,2013
1056.0,Sakon Nakhon,1514012.371747043,2013
1057.0,Samut Prakan,8054343.589738185,2013
1058.0,Samut Sakhon,2687074.1118524675,2013
1059.0,Samut Songkhram,597667.8661762624,2013
1060.0,Saraburi,6528262.811154723,2013
1061.0,Satun,729196.9788376922,2013
1062.0,Sing Buri,699700.4934906855,2013
1063.0,Sisaket,1345400.7501990795,2013
1064.0,Songkhla,4124067.2299262974,2013
1065.0,Sukhothai,1840421.6820398096,2013
1066.0,Suphan Buri,3990784.0263115047,2013
1067.0,Surat Thani,3719440.080533944,2013
1068.0,Surin,1627425.7096014284,2013
1069.0,Tak,1705771.2035244154,2013
1070.0,Trang,1609924.013798655,2013
1071.0,Trat,425200.0380406704,2013
1072.0,Ubon Ratchathani,2962301.338785119,2013
1073.0,Udon Thani,3260189.568855508,2013
1074.0,Uthai Thani,924890.2334661091,2013
1075.0,Uttaradit,1351503.7887947485,2013
1076.0,Yala,1045828.13113326,2013
1077.0,Yasothon,688308.3782042927,2013
1078.0,Amnat Charoen,434426.8223992734,2014
1079.0,Ang Thong,885237.5773795523,2014
1080.0,Bangkok,24340419.48733489,2014
1081.0,Bueng Kan,377573.5314736261,2014
1082.0,Buriram,1787154.0996313991,2014
1083.0,Chachoengsao,12546160.817909956,2014
1084.0,Chainat,977443.9278760958,2014
1085.0,Chaiyaphum,2466645.4907839424,2014
1086.0,Chanthaburi,1454175.6031205924,2014
1087.0,Chiang Mai,8032430.228733834,2014
1088.0,Chiang Rai,3655228.431617905,2014
1089.0,Chonburi,12571500.596062023,2014
1090.0,Chumphon,1659384.8717806854,2014
1091.0,Kalasin,2089090.729465289,2014
1092.0,Kamphaeng Phet,2360243.0038500763,2014
1093.0,Kanchanaburi,4826945.351715986,2014
1094.0,Khon Kaen,6301764.573216015,2014
1095.0,Krabi,1323238.5197259462,2014
1096.0,Lampang,30919963.42381362,2014
1097.0,Lamphun,1699866.6394152998,2014
1098.0,Loei,1288282.0535598511,2014
1099.0,Lopburi,3781809.847771168,2014
1100.0,Mae Hong Son,819214.0644580419,2014
1101.0,Maha Sarakham,1476785.8290868157,2014
1102.0,Mukdahan,765354.7456809473,2014
1103.0,Nakhon Nayok,986903.300072021,2014
1104.0,Nakhon Pathom,4709878.020620298,2014
1105.0,Nakhon Phanom,1013307.1484399058,2014
1106.0,Nakhon Ratchasima,6977500.268254386,2014
1107.0,Nakhon Sawan,3000075.729877446,2014
1108.0,Nakhon Si Thammarat,3003459.045022548,2014
1109.0,Nan,1068906.3417854232,2014
1110.0,Narathiwat,1318991.7034380955,2014
1111.0,Nong Bua Lamphu,1090932.3139582635,2014
1112.0,Nong Khai,820484.2862387395,2014
1113.0,Nonthaburi,5631949.258574326,2014
1114.0,Pathum Thani,6867345.365254856,2014
1115.0,Pattani,1150660.4460660662,2014
1116.0,Phang Nga,808250.8834100625,2014
1117.0,Phatthalung,940829.7895586244,2014
1118.0,Phayao,1299176.693172152,2014
1119.0,Phetchabun,2302657.6704248,2014
1120.0,Phetchaburi,2638307.136120628,2014
1121.0,Phichit,1095162.0101774945,2014
1122.0,Phitsanulok,2474310.0013551866,2014
1123.0,Phra Nakhon Si Ayutthaya,10281323.376040764,2014
1124.0,Phrae,1559863.3962417927,2014
1125.0,Phuket,2161790.761301343,2014
1126.0,Prachin Buri,5420688.72937563,2014
1127.0,Prachuap Khiri Khan,2685165.518725113,2014
1128.0,Ranong,442547.1444835355,2014
1129.0,Ratchaburi,13743744.989305532,2014
1130.0,Rayong,18048849.34679111,2014
1131.0,Roi Et,1776402.1541793346,2014
1132.0,Sa Kaeo,1551884.1406086348,2014
1133.0,Sakon Nakhon,1489552.9096009915,2014
1134.0,Samut Prakan,7919049.494868998,2014
1135.0,Samut Sakhon,2643645.458146507,2014
1136.0,Samut Songkhram,588012.3072124524,2014
1137.0,Saraburi,6412751.582228243,2014
1138.0,Satun,717828.6995758681,2014
1139.0,Sing Buri,688396.5580319695,2014
1140.0,Sisaket,1323665.2746320467,2014
1141.0,Songkhla,4058072.673934936,2014
1142.0,Sukhothai,1810688.9489187964,2014
1143.0,Suphan Buri,3926311.350188316,2014
1144.0,Surat Thani,3658452.329327424,2014
1145.0,Surin,1601383.7659364098,2014
1146.0,Tak,1684496.824580802,2014
1147.0,Trang,1583915.0608342525,2014
1148.0,Trat,418502.139371973,2014
1149.0,Ubon Ratchathani,2916785.7667922704,2014
1150.0,Udon Thani,3207477.6396812266,2014
1151.0,Uthai Thani,909948.2697102672,2014
1152.0,Uttaradit,1329669.7168996795,2014
1153.0,Yala,1029118.4122244584,2014
1154.0,Yasothon,677188.4871169768,2014
1155.0,Amnat Charoen,439626.6278493507,2015
1156.0,Ang Thong,894667.6131260971,2015
1157.0,Bangkok,24599561.16706294,2015
1158.0,Bueng Kan,383297.694444889,2015
1159.0,Buriram,1806191.846048073,2015
1160.0,Chachoengsao,12677996.646623677,2015
1161.0,Chainat,987856.1970264604,2015
1162.0,Chaiyaphum,2492921.551939564,2015
1163.0,Chanthaburi,1470099.4580936932,2015
1164.0,Chiang Mai,8119754.988052765,2015
1165.0,Chiang Rai,3699984.198996898,2015
1166.0,Chonburi,12704981.957247024,2015
1167.0,Chumphon,1677061.5484322151,2015
1168.0,Kalasin,2111344.87025638,2015
1169.0,Kamphaeng Phet,2385353.253259807,2015
1170.0,Kanchanaburi,4878977.231192083,2015
1171.0,Khon Kaen,6368592.875601908,2015
1172.0,Krabi,1337334.38246607,2015
1173.0,Lampang,31244026.215062883,2015
1174.0,Lamphun,1717974.5527074598,2015
1175.0,Loei,1303562.606545228,2015
1176.0,Lopburi,3822095.761203872,2015
1177.0,Mae Hong Son,828610.0253886239,2015
1178.0,Maha Sarakham,1492517.3623726163,2015
1179.0,Mukdahan,774033.7406852355,2015
1180.0,Nakhon Nayok,997416.3354256375,2015
1181.0,Nakhon Pathom,4760050.080529093,2015
1182.0,Nakhon Phanom,1026839.5061023117,2015
1183.0,Nakhon Ratchasima,7051712.256917275,2015
1184.0,Nakhon Sawan,3032034.182934435,2015
1185.0,Nakhon Si Thammarat,3035453.5383498464,2015
1186.0,Nan,1080292.9183228996,2015
1187.0,Narathiwat,1330202.9779754528,2015
1188.0,Nong Bua Lamphu,1102553.5233749505,2015
1189.0,Nong Khai,838820.5424073276,2015
1190.0,Nonthaburi,5691943.874048371,2015
1191.0,Pathum Thani,6940497.474015892,2015
1192.0,Pattani,1162917.9120268973,2015
1193.0,Phang Nga,816860.8151151397,2015
1194.0,Phatthalung,950852.025021763,2015
1195.0,Phayao,1313016.236788366,2015
1196.0,Phetchabun,2327186.8440733096,2015
1197.0,Phetchaburi,2666411.83157502,2015
1198.0,Phichit,1106828.2769453304,2015
1199.0,Phitsanulok,2500667.70869459,2015
1200.0,Phra Nakhon Si Ayutthaya,10389882.489029048,2015
1201.0,Phrae,1576479.9172729913,2015
1202.0,Phuket,2184818.821081004,2015
1203.0,Prachin Buri,5477800.73015076,2015
1204.0,Prachuap Khiri Khan,2714375.5026468933,2015
1205.0,Ranong,448677.45529710455,2015
1206.0,Ratchaburi,13888197.584248144,2015
1207.0,Rayong,18239185.175251994,2015
1208.0,Roi Et,1795325.364387682,2015
1209.0,Sa Kaeo,1569183.969333662,2015
1210.0,Sakon Nakhon,1505420.444471975,2015
1211.0,Samut Prakan,8003142.522679104,2015
1212.0,Samut Sakhon,2671806.103060359,2015
1213.0,Samut Songkhram,594276.1375870967,2015
1214.0,Saraburi,6480549.149366543,2015
1215.0,Satun,724761.1607887492,2015
1216.0,Sing Buri,695729.7365436195,2015
1217.0,Sisaket,1337765.68335848,2015
1218.0,Songkhla,4100123.57570385,2015
1219.0,Sukhothai,1829977.401778645,2015
1220.0,Suphan Buri,3968136.572839064,2015
1221.0,Surat Thani,3697378.13197625,2015
1222.0,Surin,1618662.795185896,2015
